cluster_key;ticker;filing_day;filedAt;in_backtest;in_strategies;strategies;company;insiders;n_buys;pct_increase_position_max;qty_tot;titles;value_tot
FARM|2023-11-20;FARM;2023-11-20;2023-11-20T16:46:56-05:00;False;False;;FARMER BROTHERS CO;PACE DAVID;1;47.05;20000.0;Director;51518.0
MRCY|2023-11-20;MRCY;2023-11-20;2023-11-20T16:46:14-05:00;False;False;;MERCURY SYSTEMS INC;JANA Partners Management, LP;1;4.58;259922.0;Director;8685692.31
TRU|2023-11-20;TRU;2023-11-20;2023-11-20T16:43:46-05:00;False;False;;TransUnion;MONAHAN THOMAS L;1;10.42;1800.0;Director;103420.98
KORE|2023-11-20;KORE;2023-11-20;2023-11-20T16:34:24-05:00;False;False;;KORE Group Holdings, Inc.;Bahl Romil;1;1.4;10000.0;Pres., Chief Executive Officer;4500.0
KODK|2023-11-20;KODK;2023-11-20;2023-11-20T16:33:27-05:00;False;False;;EASTMAN KODAK CO;Katz Philippe D;1;3.86;6000.0;Director;22200.0
WGS|2023-11-20;WGS;2023-11-20;2023-11-20T16:32:17-05:00;False;False;;GeneDx Holdings Corp.;Ryan Jason;1;102.22;114742.0;Executive Chairman;161367.9724
OMIC|2023-11-20;OMIC;2023-11-20;2023-11-20T16:30:55-05:00;False;False;;Singular Genomics Systems, Inc.;Glezer Eli N. | Spaventa Andrew;2;4.58;318468.0;Chief Executive Officer | Chief Scientific Officer;135251.6544
VRME|2023-11-20;VRME;2023-11-20;2023-11-20T16:31:17-05:00;False;False;;VerifyMe, Inc.;GELLER MARSHALL S;1;0.46;2000.0;Director;2160.0
ZOM|2023-11-20;ZOM;2023-11-20;2023-11-20T16:31:01-05:00;False;False;;Zomedica Corp.;POWERS JOHNNY D;1;5.71;100000.0;Director;16600.0
CMBM|2023-11-20;CMBM;2023-11-20;2023-11-20T16:26:42-05:00;False;False;;Cambium Networks Corp;Lynch Kevin J;1;345.98;15569.0;Director;62701.03370000001
DCTH|2023-11-20;DCTH;2023-11-20;2023-11-20T16:20:28-05:00;False;False;;DELCATH SYSTEMS, INC.;Hoffman David L. | Vukovic Vojo;2;;100000.0;Chief Medical Officer | See Remarks;248000.0
TCBI|2023-11-20;TCBI;2023-11-20;2023-11-20T16:14:06-05:00;False;False;;TEXAS CAPITAL BANCSHARES INC/TX;STALLINGS ROBERT W;1;2.15;9000.0;Director;498090.0
HASI|2023-11-20;HASI;2023-11-20;2023-11-20T16:12:23-05:00;False;False;;Hannon Armstrong Sustainable Infrastructure Capital, Inc.;Armbrister Clarence D;1;;420.0;Director;10075.8
SR|2023-11-20;SR;2023-11-20;2023-11-20T16:12:06-05:00;False;False;;SPIRE INC;KOONCE PAUL D;1;;500.0;Director;30474.9
XRAY|2023-11-20;XRAY;2023-11-20;2023-11-20T16:08:23-05:00;False;False;;DENTSPLY SIRONA Inc.;Campion Simon D | Coleman Glenn;2;15.73;20000.0;Executive VP & CFO | President, CEO & Member of BOD;594000.0
SMRT|2023-11-20;SMRT;2023-11-20;2023-11-20T16:06:24-05:00;False;False;;SmartRent, Inc.;STROHM BRUCE C;1;29.1;85149.0;Director;248394.65000000002
SVV|2023-11-20;SVV;2023-11-20;2023-11-20T16:05:00-05:00;False;False;;Savers Value Village, Inc.;Hunsinger T. Charles;1;;8100.0;Chief Information Officer;98658.0
MRAI|2023-11-20;MRAI;2023-11-20;2023-11-20T16:01:22-05:00;False;False;;Marpai, Inc.;EITAN YARON;1;41.42;100000.0;Director;123000.0
TPL|2023-11-20;TPL;2023-11-20;2023-11-20T11:11:35-05:00;False;False;;Texas Pacific Land Corp;BEST RHYS J | HORIZON KINETICS ASSET MANAGEMENT LLC;2;70.75;78.0;10% Owner | Director;131142.0
SRBK|2023-11-20;SRBK;2023-11-20;2023-11-20T15:40:36-05:00;False;False;;SR Bancorp, Inc.;Lupo Thomas | Orbach David M;2;100.0;67500.0;Director | Executive Chair;630834.246
CMRX|2023-11-20;CMRX;2023-11-20;2023-11-20T15:28:44-05:00;False;False;;CHIMERIX INC;MIDDLETON FRED A;1;20.91;17295.0;Director;16521.913500000002
TSNDF|2023-11-20;TSNDF;2023-11-20;2023-11-20T14:59:06-05:00;False;False;;TerrAscend Corp.;JW Asset Management, LLC;1;0.02;18200.0;Executive Chairman;27571.179999999997
WTM|2023-11-20;WTM;2023-11-20;2023-11-20T08:58:34-05:00;False;False;;WHITE MOUNTAINS INSURANCE GROUP LTD;Hicks Weston M;2;39.17;2000.0;Director;2961114.66
DBD|2023-11-20;DBD;2023-11-20;2023-11-20T13:59:34-05:00;False;False;;DIEBOLD NIXDORF, Inc;Anton Arthur F;1;100.0;10000.0;Director;231580.5
BRCC|2023-11-20;BRCC;2023-11-20;2023-11-20T13:52:57-05:00;False;False;;BRC Inc.;Dickson Kathryn P;1;19.27;27500.0;Director;94875.0
RELL|2023-11-20;RELL;2023-11-20;2023-11-20T13:04:09-05:00;False;False;;RICHARDSON ELECTRONICS, LTD.;KLUGE ROBERT H;1;16.67;5000.0;Director;58925.0
FFIN|2023-11-20;FFIN;2023-11-20;2023-11-20T12:28:42-05:00;False;False;;FIRST FINANCIAL BANKSHARES INC;Hickox Michelle S;1;3.58;600.0;EVP/CFO;15750.0
LSFP|2023-11-20;LSFP;2023-11-20;2023-11-20T12:22:24-05:00;False;False;;LFTD PARTNERS INC.;JACOBS GERARD M.;1;0.04;375.0;CEO;562.5
BOTJ|2023-11-20;BOTJ;2023-11-20;2023-11-20T12:15:26-05:00;False;False;;BANK OF THE JAMES FINANCIAL GROUP INC;JAMERSON PHILLIP C;1;2.27;300.0;Director;2955.0
BCOW|2023-11-20;BCOW;2023-11-20;2023-11-20T11:04:32-05:00;False;False;;1895 Bancorp of Wisconsin, Inc. /MD/;Zenobi Gary;1;0.75;100.0;Director;637.11
CNOB|2023-11-20;CNOB;2023-11-20;2023-11-20T10:55:09-05:00;False;False;;ConnectOne Bancorp, Inc.;Boswell Stephen T.;1;11.82;8000.0;Director;151579.19999999998
GRNT|2023-11-20;GRNT;2023-11-20;2023-11-20T10:52:06-05:00;False;False;;Granite Ridge Resources, Inc.;MCCARTNEY JOHN;1;1.99;500.0;Director;3115.0
FLL|2023-11-20;FLL;2023-11-20;2023-11-20T10:44:32-05:00;False;False;;FULL HOUSE RESORTS INC;Green Eric J;1;6.81;10000.0;Director;51000.0
HRTX|2023-11-20;HRTX;2023-11-20;2023-11-20T10:07:28-05:00;False;False;;HERON THERAPEUTICS, INC. /DE/;Forbes William P;1;1250.0;50000.0;EVP, Chief Development Officer;46995.0
ATAI|2023-11-20;ATAI;2023-11-20;2023-11-20T09:17:41-05:00;False;False;;ATAI Life Sciences N.V.;Brand Florian;1;18.18;20000.0;See Remarks;23120.0
JUVF|2023-11-20;JUVF;2023-11-20;2023-11-20T09:04:35-05:00;False;False;;JUNIATA VALLEY FINANCIAL CORP;Calkins-Mazur Christina;1;20.0;1000.0;Director;11030.0
ENPH|2023-11-20;ENPH;2023-11-20;2023-11-20T08:58:53-05:00;False;False;;Enphase Energy, Inc.;Kothandaraman Badrinarayanan;1;0.09;1118.0;President & CEO;100873.227
ONDS|2023-11-20;ONDS;2023-11-20;2023-11-20T08:35:20-05:00;False;False;;Ondas Holdings Inc.;Popolo Joseph V;1;12.42;73792.0;10% Owner;56554.188799999996
ALGM|2023-11-20;ALGM;2023-11-20;2023-11-20T08:23:01-05:00;False;False;;ALLEGRO MICROSYSTEMS, INC.;Nargolwala Vineet A;1;0.33;1000.0;President and CEO;27840.0
BUKS|2023-11-20;BUKS;2023-11-20;2023-11-20T08:19:35-05:00;False;False;;BUTLER NATIONAL CORP;Daly Joseph Patrick;1;0.36;15000.0;10% Owner;10185.0
ESTA|2023-11-20;ESTA;2023-11-20;2023-11-20T08:00:42-05:00;False;False;;ESTABLISHMENT LABS HOLDINGS INC.;Denhoy Raj;1;38.38;2250.0;Chief Financial Officer;49972.5
GCI|2023-11-20;GCI;2023-11-20;2023-11-20T08:00:35-05:00;False;False;;Gannett Co., Inc.;Tarica Laurence;1;24.73;200000.0;Director;370000.0
RANI|2023-11-20;RANI;2023-11-20;2023-11-20T08:00:07-05:00;False;False;;Rani Therapeutics Holdings, Inc.;Nanavaty Maulik;1;;500.0;Director;990.0
FTCI|2023-11-20;FTCI;2023-11-20;2023-11-20T07:55:08-05:00;False;False;;FTC Solar, Inc.;PRIDDY WILLIAM A;1;5.6;20000.0;Director;10400.0
TSHA|2023-11-20;TSHA;2023-11-20;2023-11-20T07:35:02-05:00;False;False;;Taysha Gene Therapies, Inc.;Manning Paul B;1;0.61;100000.0;10% Owner;163000.0
AVNT|2023-11-20;AVNT;2023-11-20;2023-11-20T07:22:34-05:00;False;False;;AVIENT CORP;Patterson Robert M;1;4.14;24304.0;Chairman, President & CEO;839588.9711999999
EMR|2023-11-20;EMR;2023-11-20;2023-11-20T07:10:38-05:00;False;False;;EMERSON ELECTRIC CO;Karsanbhai Surendralal Lanca;1;7.22;10000.0;President & CEO;881962.9999999999
AQMS|2023-11-20;AQMS;2023-11-20;2023-11-20T06:30:18-05:00;False;False;;Aqua Metals, Inc.;DIVITO VINCENT L;1;1.49;5000.0;Director;4450.0
IVP|2023-11-20;IVP;2023-11-20;2023-11-20T06:04:01-05:00;False;False;;INSPIRE VETERINARY PARTNERS, INC.;Keiser Charles Stith | Thomas-Mackey Erinn;2;7.92;7400.0;Director;3850.8
DOMH|2023-11-20;DOMH;2023-11-20;2023-11-20T06:01:17-05:00;False;False;;Dominari Holdings Inc.;Hayes Anthony;1;12.82;2500.0;CEO;4915.75
OMER|2023-11-17;OMER;2023-11-17;2023-11-17T21:46:20-05:00;False;False;;OMEROS CORP;Demopulos Peter A MD;1;5.04;10000.0;Director;15300.0
LXFR|2023-11-17;LXFR;2023-11-17;2023-11-17T21:11:16-05:00;False;False;;LUXFER HOLDINGS PLC;Webster Stephen;1;7.13;1200.0;Chief Financial Officer;10152.000000000002
ISPO|2023-11-17;ISPO;2023-11-17;2023-11-17T20:40:48-05:00;False;False;;Inspirato Inc;Handler Bradley A | Handler Brent L;2;1.96;2590.0;Director | Executive Chairman;10013.469000000001
UHAL UHALB|2023-11-17;UHAL UHALB;2023-11-17;2023-11-17T19:39:19-05:00;False;False;;U-Haul Holding Co /NV/;SHOEN MARK V;1;219.51;132500.0;10% Owner;6946975.0
GDRX|2023-11-17;GDRX;2023-11-17;2023-11-17T19:08:30-05:00;False;False;;GoodRx Holdings, Inc.;Wagner Scott;1;25.62;130743.0;See Remarks;677475.0633
XERS|2023-11-17;XERS;2023-11-17;2023-11-17T17:58:32-05:00;False;False;;Xeris Biopharma Holdings, Inc.;Schmid John P. | Shannon John Patrick Jr;2;2.23;37269.0;Director | See Remarks;60214.621999999996
SELF|2023-11-17;SELF;2023-11-17;2023-11-17T17:59:59-05:00;False;False;;Global Self Storage, Inc.;Klimoski Donald II | WINMILL MARK CAMPBELL;2;2.0;8200.0;General Counsel | President and CEO;39587.72
HYLN|2023-11-17;HYLN;2023-11-17;2023-11-17T18:25:33-05:00;False;False;;Hyliion Holdings Corp.;Craig Jeffrey A | LANTZ CHERI;2;185.41;120000.0;Chief Strategy Officer | Director;76200.0
LNSR|2023-11-17;LNSR;2023-11-17;2023-11-17T18:18:02-05:00;False;False;;LENSAR, Inc.;Winer Gary M;1;1.92;1500.0;Director;3200.0
PCT|2023-11-17;PCT;2023-11-17;2023-11-17T16:08:22-05:00;False;False;;PureCycle Technologies, Inc.;BOUCK STEVEN F | Somma Lawrence C;2;23.78;20510.0;Chief Financial Officer | Director;81164.94
NRP|2023-11-17;NRP;2023-11-17;2023-11-17T18:15:21-05:00;False;False;;NATURAL RESOURCE PARTNERS LP;MURPHY PAUL B JR;1;15.4;3000.0;Director;222794.99999999997
KRON|2023-11-17;KRON;2023-11-17;2023-11-17T17:41:27-05:00;False;False;;Kronos Bio, Inc.;BISCHOFBERGER NORBERT W;1;169.3;1731056.0;President & CEO;1470394.5205
SGN|2023-11-17;SGN;2023-11-17;2023-11-17T17:39:38-05:00;False;False;;Signing Day Sports, Inc.;Dorsey John Joseph | Kim Glen | Nelson Daniel D;3;50.0;60000.0;10% Owner | CEO and Chairman | Director;300000.0
APEI|2023-11-17;APEI;2023-11-17;2023-11-17T17:37:29-05:00;False;False;;AMERICAN PUBLIC EDUCATION INC;MacGibbon Craig S;1;32.26;5035.712;EVP, Chief Information Officer;21136.125530000005
RMCF|2023-11-17;RMCF;2023-11-17;2023-11-17T17:36:50-05:00;False;False;;Rocky Mountain Chocolate Factory, Inc.;Ford Andrew;1;2.05;127.0;VP Sales and Marketing;531.8125
UP|2023-11-17;UP;2023-11-17;2023-11-17T17:36:24-05:00;False;False;;Wheels Up Experience Inc.;CK Wheels LLC;1;326.28;197606206.0;10% Owner;0.0
TTSH|2023-11-17;TTSH;2023-11-17;2023-11-17T17:31:21-05:00;False;False;;TILE SHOP HOLDINGS, INC.;Fund 1 Investments, LLC;1;0.49;29000.0;10% Owner;183384.09999999998
STSS|2023-11-17;STSS;2023-11-17;2023-11-17T17:24:23-05:00;False;False;;Sharps Technology Inc.;Ruemler Timothy James;1;0.25;6000.0;Director;2427.5
ALTG|2023-11-17;ALTG;2023-11-17;2023-11-17T17:20:53-05:00;False;False;;ALTA EQUIPMENT GROUP INC.;Greenawalt Ryan;1;9.99;10000.0;Chief Executive Officer, Chair;109935.9813
COMM|2023-11-17;COMM;2023-11-17;2023-11-17T17:20:26-05:00;False;False;;CommScope Holding Company, Inc.;Watts Claudius E. IV;1;2.58;20000.0;Director;32574.0
AXR|2023-11-17;AXR;2023-11-17;2023-11-17T17:18:53-05:00;False;False;;AMREP CORP.;DAHL JAMES H;1;0.95;3410.0;10% Owner;54597.8758
SNAX|2023-11-17;SNAX;2023-11-17;2023-11-17T17:14:18-05:00;False;False;;STRYVE FOODS, INC.;Boever Christopher J.;1;1.61;4750.0;CEO;14392.499999999998
EML|2023-11-17;EML;2023-11-17;2023-11-17T17:13:29-05:00;False;False;;EASTERN CO;DiSanto Frederick D.;1;5.69;5000.0;Director;93071.99999999999
DMF|2023-11-17;DMF;2023-11-17;2023-11-17T17:05:12-05:00;False;False;;BNY MELLON MUNICIPAL INCOME, INC.;Saba Capital Management, L.P.;1;0.44;9474.0;10% Owner;57479.18
BSM|2023-11-17;BSM;2023-11-17;2023-11-17T17:04:35-05:00;False;False;;Black Stone Minerals, L.P.;DeWalch D Mark;1;8.32;44000.0;Director;761951.6410000001
VYNE|2023-11-17;VYNE;2023-11-17;2023-11-17T17:03:12-05:00;False;False;;VYNE Therapeutics Inc.;LEPORE PATRICK G;1;55.39;13000.0;Director;50778.0
LXRX|2023-11-17;LXRX;2023-11-17;2023-11-17T16:55:09-05:00;False;False;;LEXICON PHARMACEUTICALS, INC.;COATS LONNEL;1;10.92;90000.0;Chief Executive Officer;94796.99999999999
RPTX|2023-11-17;RPTX;2023-11-17;2023-11-17T16:54:43-05:00;False;False;;Repare Therapeutics Inc.;BVF PARTNERS L P/IL;1;10.58;1227301.0;10% Owner;6249889.2009000005
ASA|2023-11-17;ASA;2023-11-17;2023-11-17T16:52:56-05:00;False;False;;ASA Gold & Precious Metals Ltd;Saba Capital Management, L.P.;1;3.76;135281.0;10% Owner;1838584.2400000002
GMPW|2023-11-17;GMPW;2023-11-17;2023-11-17T16:52:11-05:00;False;False;;GIVEMEPOWER CORP;Igwealor Frank I;1;8.12;812082.0;President and CEO;16241.640000000001
ZOM|2023-11-17;ZOM;2023-11-17;2023-11-17T16:50:06-05:00;False;False;;Zomedica Corp.;HEATON LARRY C II;1;100.0;100000.0;CEO;16600.0
XTNT|2023-11-17;XTNT;2023-11-17;2023-11-17T16:42:41-05:00;False;False;;Xtant Medical Holdings, Inc.;Brandt Kevin D;1;5.38;41670.0;Chief Commercial Officer;49837.32
TGEN|2023-11-17;TGEN;2023-11-17;2023-11-17T11:50:15-05:00;False;False;;TECOGEN INC.;HATSOPOULOS JOHN;2;7.8;46100.0;Director;38954.5
VRME|2023-11-17;VRME;2023-11-17;2023-11-17T16:32:20-05:00;False;False;;VerifyMe, Inc.;GREENBERG SCOTT N | Stedham Adam H;2;6.11;16031.0;Chief Executive Officer | Executive Chairman;16992.86
NGM|2023-11-17;NGM;2023-11-17;2023-11-17T16:25:42-05:00;False;False;;NGM BIOPHARMACEUTICALS INC;COLUMN GROUP L P | GOEDDEL DAVID V;4;2.09;94704.0;Director;64852.92
CMBM|2023-11-17;CMBM;2023-11-17;2023-11-17T16:31:23-05:00;False;False;;Cambium Networks Corp;Nirwan Archana;1;16.25;4874.0;Chief Human Resources Officer;20129.62
HHH|2023-11-17;HHH;2023-11-17;2023-11-17T16:27:08-05:00;False;False;;Howard Hughes Holdings Inc.;Pershing Square Capital Management, L.P.;1;0.37;201600.0;Director;14986272.0
SCKT|2023-11-17;SCKT;2023-11-17;2023-11-17T16:23:08-05:00;False;False;;SOCKET MOBILE, INC.;BASS CHARLIE;1;0.39;5000.0;Director;6038.0
AGEN|2023-11-17;AGEN;2023-11-17;2023-11-17T16:22:11-05:00;False;False;;AGENUS INC;WIINBERG ULF;1;25.24;25000.0;Director;19000.0
MBBC|2023-11-17;MBBC;2023-11-17;2023-11-17T16:21:40-05:00;False;False;;Marathon Bancorp, Inc. /MD/;Zillges Nicholas W;1;50.0;1540.0;President and CEO;11294.0
EPSN|2023-11-17;EPSN;2023-11-17;2023-11-17T16:19:28-05:00;False;False;;Epsilon Energy Ltd.;Stabell Jason;1;18.13;26034.0;Chief Executive Officer;143081.3
VVX|2023-11-17;VVX;2023-11-17;2023-11-17T16:17:00-05:00;False;False;;V2X, Inc.;Noon William Boyd;1;6.93;500.0;CVP, Chief Accounting Officer;21370.0
XAIR|2023-11-17;XAIR;2023-11-17;2023-11-17T16:15:43-05:00;False;False;;Beyond Air, Inc.;Gaul Michael A.;1;12.8;10000.0;Chief Operating Officer;17700.0
SBOW|2023-11-17;SBOW;2023-11-17;2023-11-17T16:12:22-05:00;False;False;;SILVERBOW RESOURCES, INC.;ROWLAND MARCUS C;1;17.01;5000.0;Director;157550.0
LFVN|2023-11-17;LFVN;2023-11-17;2023-11-17T16:06:17-05:00;False;False;;Lifevantage Corp;Mauro Garry Paul;1;2080.0;18824.0;Director;89165.83520000002
ADV|2023-11-17;ADV;2023-11-17;2023-11-17T16:05:16-05:00;False;False;;Advantage Solutions Inc.;KILTS JAMES M;1;2.32;23063.0;Director;55271.4593
GOSS|2023-11-17;GOSS;2023-11-17;2023-11-17T16:01:17-05:00;False;False;;Gossamer Bio, Inc.;Milligan Sandra;1;;32000.0;Director;25212.800000000003
TCBX|2023-11-17;TCBX;2023-11-17;2023-11-17T15:56:32-05:00;False;False;;Third Coast Bancshares, Inc.;Duncan Audrey;1;;1500.0;See Remarks;26445.0
AUGG|2023-11-17;AUGG;2023-11-17;2023-11-17T15:48:30-05:00;False;False;;AUGUSTA GOLD CORP.;Augusta Investments Inc.;1;0.04;10000.0;10% Owner;4300.0
SSSS|2023-11-17;SSSS;2023-11-17;2023-11-17T15:47:52-05:00;False;False;;SURO CAPITAL CORP.;Klein Mark D;1;0.94;9000.0;Chairman, CEO and President;35100.0
JUVF|2023-11-17;JUVF;2023-11-17;2023-11-17T15:37:32-05:00;False;False;;JUNIATA VALLEY FINANCIAL CORP;DREIBELBIS MARTIN L;1;6.4;500.0;Director;5625.0
FTK|2023-11-17;FTK;2023-11-17;2023-11-17T15:27:00-05:00;False;False;;FLOTEK INDUSTRIES INC/CN/;Fucci Michael;1;16.16;7693.0;Director;30001.7
TCBC|2023-11-17;TCBC;2023-11-17;2023-11-17T14:54:11-05:00;False;False;;TC Bancshares, Inc.;McLean Scott Charles;1;;519.0;EVP-CHIEF FINANCIAL OFFICER;6617.25
CION|2023-11-17;CION;2023-11-17;2023-11-17T14:48:02-05:00;False;False;;CION Investment Corp;Gatto Mark;1;2.19;905.0;Co-Chairman & Co-CEO;10000.25
SDOT|2023-11-17;SDOT;2023-11-17;2023-11-17T10:46:46-05:00;False;False;;Sadot Group Inc.;Khan Ahmed | Miller Kenneth Eugene;2;52.65;7733.0;Chief Operating Officer | Director;3793.236
SONX|2023-11-17;SONX;2023-11-17;2023-11-17T14:43:07-05:00;False;False;;Sonendo, Inc.;BERGHEIM OLAV;1;6.84;75000.0;Director;19297.499999999996
CVV|2023-11-17;CVV;2023-11-17;2023-11-17T13:59:03-05:00;False;False;;CVD EQUIPMENT CORP;AFRICK ANDREW;1;10.31;147837.0;10% Owner;820781.87
ASTC|2023-11-17;ASTC;2023-11-17;2023-11-17T13:34:29-05:00;False;False;;ASTROTECH Corp;Wilkinson Thomas Wiley;1;8.85;1500.0;Director;11205.9
STXS|2023-11-17;STXS;2023-11-17;2023-11-17T13:24:51-05:00;False;False;;Stereotaxis, Inc.;Isaac Paul J;1;0.75;35000.0;Director;51450.0
ISBA|2023-11-17;ISBA;2023-11-17;2023-11-17T13:22:27-05:00;False;False;;ISABELLA BANK Corp;Bourland Jill;1;0.25;10.0;Director;200.0
SRBK|2023-11-17;SRBK;2023-11-17;2023-11-17T13:12:33-05:00;False;False;;SR Bancorp, Inc.;Lupo Thomas;1;;5000.0;Director;46749.0
HRTX|2023-11-17;HRTX;2023-11-17;2023-11-17T12:36:50-05:00;False;False;;HERON THERAPEUTICS, INC. /DE/;Collard Craig A | Duarte Ira;2;411.0;235000.0;Chief Executive Officer | EVP, Chief Financial Officer;213569.0
CULL|2023-11-17;CULL;2023-11-17;2023-11-17T11:57:41-05:00;False;False;;Cullman Bancorp, Inc. /MD/;Riley John A III;1;3.08;6980.0;President and CEO;71684.59999999999
IVFH|2023-11-17;IVFH;2023-11-17;2023-11-17T11:55:42-05:00;False;False;;INNOVATIVE FOOD HOLDINGS INC;Pappas James C;1;220.28;255000.0;Director;175850.0
RILY|2023-11-17;RILY;2023-11-17;2023-11-17T11:31:16-05:00;False;False;;B. Riley Financial, Inc.;D Agostino Robert P | PAULSON RANDALL E | RILEY BRYANT R;3;3.24;45000.0;Chairman and Co-CEO | Director;955293.0
TPL|2023-11-17;TPL;2023-11-17;2023-11-17T11:05:59-05:00;False;False;;Texas Pacific Land Corp;HORIZON KINETICS ASSET MANAGEMENT LLC;1;0.0;3.0;10% Owner;4837.74
GRNT|2023-11-17;GRNT;2023-11-17;2023-11-17T11:01:44-05:00;False;False;;Granite Ridge Resources, Inc.;MCCARTNEY JOHN;1;2.04;500.0;Director;3065.0
MMLP|2023-11-17;MMLP;2023-11-17;2023-11-17T10:57:26-05:00;False;False;;MARTIN MIDSTREAM PARTNERS L.P.;MARTIN RUBEN S;1;1.52;58086.0;Director;145054.43569999997
VNRX|2023-11-17;VNRX;2023-11-17;2023-11-17T10:01:58-05:00;False;False;;VOLITIONRX LTD;Butera Salvatore Thomas;1;14.42;10000.0;CEO - Volition Veterinary;8100.000000000001
VUZI|2023-11-17;VUZI;2023-11-17;2023-11-17T09:35:13-05:00;False;False;;Vuzix Corp;Travers Paul J;1;0.27;7500.0;President and CEO;19274.25
PLSE|2023-11-17;PLSE;2023-11-17;2023-11-17T09:10:09-05:00;False;False;;Pulse Biosciences, Inc.;Danahy Kevin Patrick | Levinson Mitchell E.;2;287.77;23193.0;Chief Executive Officer | Chief Strategy Officer;140245.77870000002
ONDS|2023-11-17;ONDS;2023-11-17;2023-11-17T08:46:01-05:00;False;False;;Ondas Holdings Inc.;Popolo Joseph V;1;136.45;342880.0;10% Owner;243581.95200000002
SNCR|2023-11-17;SNCR;2023-11-17;2023-11-17T08:39:35-05:00;False;False;;SYNCHRONOSS TECHNOLOGIES INC;Harris Laurie;1;70.0;24000.0;Director;13920.0
FTCI|2023-11-17;FTCI;2023-11-17;2023-11-17T08:30:06-05:00;False;False;;FTC Solar, Inc.;Behnen Cathy;1;39.68;100000.0;CHIEF FINANCIAL OFFICER;52000.0
TURN|2023-11-17;TURN;2023-11-17;2023-11-17T08:19:24-05:00;False;False;;180 DEGREE CAPITAL CORP. /NY/;Shanley Richard P | Wolfe Daniel B;2;2.42;4500.0;Director | President;17682.5
NWFL|2023-11-17;NWFL;2023-11-17;2023-11-17T08:18:04-05:00;False;False;;NORWOOD FINANCIAL CORP;FORTE ANDREW;1;3.5;200.0;Director;5538.0
BUKS|2023-11-17;BUKS;2023-11-17;2023-11-17T08:14:33-05:00;False;False;;BUTLER NATIONAL CORP;Daly Joseph Patrick;1;0.14;10000.0;10% Owner;6748.0
BW|2023-11-17;BW;2023-11-17;2023-11-17T07:52:40-05:00;False;False;;Babcock & Wilcox Enterprises, Inc.;Bartoli Henry E;1;3.73;10000.0;Director;15078.0
PSTV|2023-11-17;PSTV;2023-11-17;2023-11-17T07:00:06-05:00;False;False;;PLUS THERAPEUTICS, INC.;Lenk Robert P;1;4.32;2000.0;Director;3720.0
PRGO|2023-11-17;PRGO;2023-11-17;2023-11-17T06:03:11-05:00;False;False;;PERRIGO Co plc;Ives Alison;1;24.46;2040.0;EVP & Chief Scientific Officer;59853.6
CAAS|2023-11-17;CAAS;2023-11-17;2023-11-17T06:03:07-05:00;False;False;;CHINA AUTOMOTIVE SYSTEMS INC;LI JIE;1;6.59;6000.0;Chief Financial Officer;19320.0
HG|2023-11-16;HG;2023-11-16;2023-11-16T18:19:50-05:00;False;False;;Hamilton Insurance Group, Ltd.;Hamilton Investments, LP | Pestcoe Marvin;2;58.88;216666.0;10% Owner | Director;3249990.0
ETST|2023-11-16;ETST;2023-11-16;2023-11-16T09:01:02-05:00;False;False;;Earth Science Tech, Inc.;Saumat Giorgio R.;2;0.05;90000.0;CEO;6575.0
CAUD|2023-11-16;CAUD;2023-11-16;2023-11-16T20:12:34-05:00;False;False;;Collective Audience, Inc.;SUEN BRENT;1;12.2;190000.0;Chief Executive Officer;385899.99999999994
NYC|2023-11-16;NYC;2023-11-16;2023-11-16T20:11:01-05:00;False;False;;American Strategic Investment Co.;SCHORSCH NICHOLAS S;1;0.15;4611.0;10% Owner;37011.81
BILL|2023-11-16;BILL;2023-11-16;2023-11-16T20:02:05-05:00;False;False;;BILL Holdings, Inc.;Wagner Scott;1;973.3;8750.0;Director;507500.0
GEG|2023-11-16;GEG;2023-11-16;2023-11-16T19:50:25-05:00;False;False;;Great Elm Group, Inc.;Hugar James H;1;1.09;5042.0;Director;9975.02
MODG|2023-11-16;MODG;2023-11-16;2023-11-16T19:46:13-05:00;False;False;;Topgolf Callaway Brands Corp.;Flanagan Laura Jean;1;5.86;1676.0;Director;20003.06
CRGX|2023-11-16;CRGX;2023-11-16;2023-11-16T19:39:55-05:00;False;False;;CARGO Therapeutics, Inc.;Samsara BioCapital GP, LLC;1;19.3;666666.0;10% Owner;9999990.0
CWBC|2023-11-16;CWBC;2023-11-16;2023-11-16T18:56:06-05:00;False;False;;COMMUNITY WEST BANCSHARES /;PEEPLES WILLIAM R;1;0.55;4534.0;Director;59848.799999999996
LDI|2023-11-16;LDI;2023-11-16;2023-11-16T18:27:01-05:00;False;False;;loanDepot, Inc.;Martell Frank;1;6.43;50207.0;CEO and President;84423.4646
AMRC|2023-11-16;AMRC;2023-11-16;2023-11-16T18:25:03-05:00;False;False;;Ameresco, Inc.;Sakellaris George P;1;0.8;25000.0;President and CEO;683343.0
ZLAB|2023-11-16;ZLAB;2023-11-16;2023-11-16T18:04:35-05:00;False;False;;Zai Lab Ltd;Smiley Joshua L;1;43.38;5000.0;See Remarks;134650.0
CTHR|2023-11-16;CTHR;2023-11-16;2023-11-16T18:03:29-05:00;False;False;;CHARLES & COLVARD LTD;SYKES OLLIN B;1;106.1;232100.0;Director;77599.65
EXFY|2023-11-16;EXFY;2023-11-16;2023-11-16T17:59:06-05:00;False;False;;Expensify, Inc.;Christen Timothy L;1;105.06;47050.0;Director;100216.5
